WKT,nama,deskripsi
"POLYGON ((106.8162553 -6.3050837, 106.816384 -6.3062354, 106.8170278 -6.3071739, 106.8165128 -6.3078564, 106.8159549 -6.3081123, 106.8156545 -6.3097759, 106.8161265 -6.310373, 106.8161694 -6.3107569, 106.8177573 -6.3105437, 106.8178431 -6.3146812, 106.8170707 -6.3151077, 106.8165557 -6.3151504, 106.8167703 -6.3162168, 106.8180148 -6.3162168, 106.8198602 -6.3174538, 106.8248383 -6.3177523, 106.8258254 -6.3113541, 106.826512 -6.3115674, 106.8269841 -6.3099038, 106.827027 -6.3086242, 106.8247525 -6.3084962, 106.8247525 -6.3064487, 106.8229501 -6.3064061, 106.8225638 -6.306662, 106.8205468 -6.3064487, 106.8205468 -6.3056809, 106.8193881 -6.3057662, 106.8184869 -6.3056383, 106.8183581 -6.305297, 106.8162553 -6.3050837))",RAGUNAN,
