WKT,nama,deskripsi
"POLYGON ((106.8835259 -6.2993038, 106.8843842 -6.3033561, 106.887517 -6.3055742, 106.8922806 -6.3061287, 106.8974734 -6.3074937, 106.9017649 -6.3107355, 106.9041682 -6.3111621, 106.9052411 -6.3083895, 106.9045544 -6.3079202, 106.9053269 -6.3063846, 106.9058419 -6.3064273, 106.9062281 -6.3055315, 106.9057131 -6.3054889, 106.9058848 -6.2997303, 106.8835259 -6.2993038))",TMII,
