WKT,nama,deskripsi
"POLYGON ((106.9686039 -6.1029897, 106.9555577 -6.0927483, 106.923972 -6.0982104, 106.8820866 -6.0961622, 106.8305882 -6.1166446, 106.7832097 -6.105038, 106.7632969 -6.0982104, 106.7275914 -6.0913828, 106.6911992 -6.0961622, 106.6863926 -6.1009415, 106.695319 -6.1091345, 106.6808995 -6.1268856, 106.6925724 -6.1357609, 106.6863926 -6.1460015, 106.6884526 -6.1719434, 106.7241581 -6.1958362, 106.7200383 -6.2088061, 106.7172917 -6.2238235, 106.7426976 -6.2265538, 106.7529973 -6.2524918, 106.7509373 -6.2695556, 106.7578038 -6.277746, 106.7790898 -6.3173311, 106.8079289 -6.3152836, 106.805869 -6.3227909, 106.7955693 -6.348724, 106.7914494 -6.3623725, 106.8010624 -6.3685142, 106.8175419 -6.3569132, 106.8360814 -6.3596429, 106.8374546 -6.3446294, 106.8511876 -6.337805, 106.8594273 -6.3575956, 106.8711003 -6.3548659, 106.8827733 -6.3691967, 106.9013127 -6.3698791, 106.902686 -6.3610077, 106.9143589 -6.3651022, 106.9184788 -6.3453118, 106.9205388 -6.3029989, 106.912299 -6.2975389, 106.9061192 -6.2729682, 106.9116124 -6.2565872, 106.9431981 -6.2538569, 106.9507512 -6.2210931, 106.9720372 -6.1965188, 106.9686039 -6.1029897))",kota DKI JAKARTA,
