WKT,nama,deskripsi
"POLYGON ((106.7981259 -6.2141811, 106.7982117 -6.2207085, 106.8027178 -6.2225857, 106.8049065 -6.2248468, 106.8089835 -6.2220737, 106.8085972 -6.2218177, 106.8084256 -6.2158023, 106.8064086 -6.2156316, 106.8063656 -6.2124319, 106.7981259 -6.2141811))",GBK,
