WKT,nama,deskripsi
"POLYGON ((106.8238903 -6.1714615, 106.8233967 -6.1715682, 106.823268 -6.1725922, 106.8232895 -6.1732535, 106.8232465 -6.1739575, 106.8232251 -6.1747255, 106.8231607 -6.1755362, 106.8231607 -6.1760909, 106.8231607 -6.1767735, 106.8231607 -6.1774135, 106.8230963 -6.1782028, 106.8231178 -6.1789921, 106.8231178 -6.1798881, 106.8234182 -6.1804428, 106.824019 -6.1804215, 106.8251777 -6.1805708, 106.8258 -6.1803361, 106.8267656 -6.1802721, 106.8276239 -6.1802935, 106.8283105 -6.1802721, 106.8291259 -6.1802508, 106.8298126 -6.1802508, 106.8307567 -6.1802935, 106.8310571 -6.1800161, 106.8310571 -6.1796321, 106.8308426 -6.1792481, 106.8305207 -6.1788002, 106.8307567 -6.1784162, 106.8300057 -6.1776908, 106.8299413 -6.1763468, 106.8300272 -6.1753015, 106.8300057 -6.1743415, 106.8298984 -6.1734242, 106.8292761 -6.1731042, 106.8292332 -6.1722082, 106.829362 -6.1716749, 106.8288255 -6.1713549, 106.8274522 -6.1713762, 106.8263364 -6.1713762, 106.8257571 -6.1714189, 106.8250275 -6.1714189, 106.8238903 -6.1714615))",Taman monas,
