WKT,nama,deskripsi
"POLYGON ((106.8512697 -6.2330741, 106.850905 -6.2328182, 106.850626 -6.2332875, 106.8507118 -6.2342473, 106.8510337 -6.2346313, 106.8525357 -6.2357192, 106.8527289 -6.2363164, 106.851656 -6.239836, 106.8526859 -6.2420544, 106.8540163 -6.2420544, 106.8530078 -6.2403266, 106.8530936 -6.2391534, 106.8536945 -6.236807, 106.853394 -6.234738, 106.8528147 -6.2348233, 106.8526859 -6.2335008, 106.851377 -6.2334581, 106.8512697 -6.2330741))",tebet eco park,
